panel,comparison_label,strain,contrast,orthofinder_orthogroup,OG_gene_symbol,logFC,FDR,minus_log10_FDR,is_deg_by_threshold,DEG_direction,module_for_plot,label_for_plot
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000819,ppnK,-0.235404027797024,0.211358394661544,0.674980498330422,False,not_DEG,Other,ppnK
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000820,uppS,0.329087056621947,0.0489824466395783,1.309959525958334,False,not_DEG,Other,uppS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000821,bamA,-1.56136179244092,2.05944667333694e-10,9.686249449046406,True,down,Membrane maintenance,bamA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000822,murI,-0.555995699788858,0.0047516986345355,2.323151111273623,False,not_DEG,Other,murI
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000823,sdhB,-2.37374297761614,7.5198033001937e-14,13.12379351934954,True,down,ROS removal,sdhB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000824,rpmA,1.53872130401734,2.99870315900862e-08,7.523066522831687,True,up,Other,rpmA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000825,rplU,1.12997189514378,1.04081662825865e-07,6.982625778030551,True,up,Other,rplU
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000826,mutY,1.3731076910563,1.64180125119301e-09,8.784679417700394,True,up,Other,mutY
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000827,atpC,-3.27397831122366,9.05226957400255e-08,7.043242521359097,True,down,ROS removal,atpC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000828,atpD,-3.55999905885665,2.16717049180333e-14,13.66410692128895,True,down,ROS removal,atpD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000829,glmS,0.947990433702406,3.7501441416186e-06,5.425952039283881,False,not_DEG,Other,glmS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000830,panC,-0.793267328127365,0.0001228486748263,3.910629523911043,False,not_DEG,Other,panC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000831,radA,3.97085500751194,1.40986563039388e-16,15.85082227653557,True,up,Proteostasis,radA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000832,yajO,-1.34481560554713,1.46252689850869e-07,6.834896137713153,True,down,Other,yajO
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000833,comFC,1.18107560841915,8.198177894341241e-09,8.086282662051168,True,up,Other,comFC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000834,katG,-0.122695126740507,0.505407264726561,0.2963585198201748,False,not_DEG,Other,katG
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000835,yaeJ,0.590715882257336,0.0772267379921315,1.11223230909451,False,not_DEG,Other,yaeJ
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000836,greA,1.12458634530628,4.01608449433984e-10,9.396197158652,True,up,Other,greA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000837,hinT,-0.418666271151884,0.0879556315575654,1.055736348633171,False,not_DEG,Other,hinT
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000838,aat,0.0055849635694223,0.97635496439915,0.0103922611721129,False,not_DEG,Other,aat
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000839,truB,2.70494392482439,6.56403950701894e-13,12.18282881372061,True,up,Other,truB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000840,bacA,-1.23796417244332,3.78469553774087e-09,8.421969051856765,True,down,Other,bacA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000841,leuS,-0.662834963174388,3.7585065615269e-05,4.424984687234452,False,not_DEG,Other,leuS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000842,ygdD,-0.260846802853822,0.24852348027447,0.6046325732409012,False,not_DEG,Other,ygdD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000843,tyrS,-0.298915252799386,0.010708488149259,1.970271839605258,False,not_DEG,Other,tyrS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000844,trmB,0.515300099961731,0.0014129003611884,2.849888463849837,False,not_DEG,Other,trmB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000845,mrp,0.465857576769082,0.000363128437766,3.439939738745493,False,not_DEG,Other,mrp
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000846,rimM,0.499919810055069,0.0001436927226019,3.842565226395138,False,not_DEG,Other,rimM
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000847,rpsP,-0.242272751450507,0.0297297400237445,1.526808888532931,False,not_DEG,Other,rpsP
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000848,fbiB,-1.2536816113932,8.11550785031005e-06,5.09068429781111,True,down,Other,fbiB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000849,ruvC,0.542672233819742,0.0108212305791865,1.965723348900294,False,not_DEG,Other,ruvC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000850,hemN,1.29935574932869,5.69897298665766e-10,9.244203401593166,True,up,Proteostasis,hemN
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000851,XCC0762,1.93455850701936,1.21798548678287e-11,10.91435788661913,True,up,Membrane maintenance,XCC0762
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000852,udg,-0.0149529265800951,0.878301766179782,0.0563562439228543,False,not_DEG,Other,udg
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000853,fabD,0.199071687399882,0.102124897312074,0.990868367148116,False,not_DEG,Other,fabD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000854,folA,1.2388078234109,0.0002343006003021,3.630226598694734,True,up,Osmoregulation,folA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000855,thyA,-0.624344083841325,2.32868104413622e-06,5.632889992039671,False,not_DEG,Other,thyA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000856,lipB,-0.198743480674767,0.103505725064064,0.9850356280334602,False,not_DEG,Other,lipB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000857,rnhB,1.44426667068184,1.16860637348933e-06,5.932331749410572,True,up,Other,rnhB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000858,folC,-0.118833985167973,0.481377482831085,0.3175142283753221,False,not_DEG,Other,folC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000859,cysJ,0.39497131806137,0.0068987366255396,2.161230434885003,False,not_DEG,Other,cysJ
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000860,gcvP,-3.74121409536165,1.99326265102358e-14,13.70043547080551,True,down,Other,gcvP
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000861,purE,0.834212189358776,4.25772642512727e-08,7.37082224704861,False,not_DEG,Other,purE
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000862,purK,1.14167591945597,8.77189622755051e-09,8.056906514713253,True,up,Other,purK
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000863,prfC,-0.6120004173561,1.07055601505579e-06,5.970390604041484,False,not_DEG,Other,prfC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000864,rpoC,-0.981961351992017,1.07782291118131e-09,8.967452588884491,False,not_DEG,Other,rpoC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000865,rpoB,-0.378712417217694,0.0006148146628116,3.21125578349137,False,not_DEG,Other,rpoB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000866,rplL,-1.08873551927187,7.59055772783057e-07,6.119726312481288,True,down,Other,rplL
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000867,rplJ,-0.284475838564376,0.0538117063215278,1.269123236641951,False,not_DEG,Other,rplJ
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000868,rplA,0.52654227894875,0.0005635249201743,3.249086873841685,False,not_DEG,Other,rplA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000869,rplK,0.101060650636752,0.458835412325992,0.3383430711886554,False,not_DEG,Other,rplK
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000870,nusG,1.24336090456385,3.79178421139195e-11,10.42115638611993,True,up,Other,nusG
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000871,glyS1,-0.150857013306945,0.127008547534878,0.896167050521863,False,not_DEG,Other,glyS1
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000872,typA,-0.46690442667357,1.11232737962221e-05,4.953767372611595,False,not_DEG,Other,typA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000873,argS,-0.447138422543908,0.0004193952426697,3.377376500179726,False,not_DEG,Other,argS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000874,trpG,-1.49897705736834,1.41931419973444e-07,6.847921452248004,True,down,Other,trpG
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000875,trpD,-0.735320920429398,5.56429421761197e-05,4.254589914318538,False,not_DEG,Other,trpD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000876,trpC,-2.08975885732178,8.5463796105905e-09,8.068217820725087,True,down,Osmoregulation,trpC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000877,trpF,-0.870693758399135,9.19386281316629e-07,6.036501980891275,False,not_DEG,Other,trpF
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000878,coaX,-1.24614103762052,3.49327180693828e-08,7.456767621158551,True,down,Other,coaX
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000879,obgE,0.175465718947044,0.263481051612985,0.5792506118587117,False,not_DEG,Other,obgE
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000880,adk,-1.21599261610329,1.96695333766938e-11,10.70620594279194,True,down,Other,adk
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000881,proS,-0.0808077382758334,0.531375527963131,0.2745984505190846,False,not_DEG,Other,proS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000882,rpsT,0.365226188678547,0.0658433119033407,1.181488332334506,False,not_DEG,Other,rpsT
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000883,coaD,0.0745168657139623,0.714302100658234,0.1461180726768886,False,not_DEG,Other,coaD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000884,surE,-1.42326351530305,4.98384233422244e-08,7.302435705205279,True,down,Other,surE
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000885,purH,-0.7266985640469,1.40633702129113e-06,5.851910590448741,False,not_DEG,Other,purH
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000886,rpe,0.950315140631497,2.50445107689374e-06,5.601287447600983,False,not_DEG,Other,rpe
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000887,pnp,-1.58542160218634,4.60612831440094e-12,11.33666396792192,True,down,Other,pnp
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000888,rpsO,0.525128224740574,0.0001064350812094,3.972915204141089,False,not_DEG,Other,rpsO
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000889,accD,-1.78866186504598,4.36644549388712e-12,11.35987195674719,True,down,Membrane maintenance,accD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000890,gidB,1.95923091166843,8.16060586391828e-12,11.08827759693379,True,up,Other,gidB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000891,TANGO2,1.06327338344689,6.36810049102939e-08,7.195990091885464,True,up,Other,TANGO2
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000893,hflX,2.00989429002192,4.70446268396461e-11,10.32748997196357,True,up,Other,hflX
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000894,uvrC,0.547062618828812,5.17817488639018e-06,5.285823285899678,False,not_DEG,Other,uvrC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000896,ygfA,2.12560490291045,1.25061969586584e-11,10.90287473594762,True,up,Other,ygfA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000897,uvrB,-0.21739298634043,0.121043204401851,0.917059587664804,False,not_DEG,Other,uvrB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000898,sucC,-1.10576081655381,2.66311277931486e-11,10.57461044137293,True,down,Osmoregulation,sucC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000899,mnmA,1.14297500233161,2.45034301876638e-08,7.61077311533757,True,up,Other,mnmA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000900,yidC,-0.799609406912242,1.09858092764549e-07,6.959167944992632,False,not_DEG,Other,yidC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000901,pyrG,1.21612041388588,1.51844210577612e-12,11.81860176194215,True,up,Other,pyrG
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000902,guaA,-0.334869816098138,0.013419843746915,1.872252540817374,False,not_DEG,Other,guaA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000903,pssA,0.228605939469663,0.0803506773021917,1.095010458074692,False,not_DEG,Other,pssA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000904,lptB,0.626742416440206,2.39438235959269e-06,5.620806495783541,False,not_DEG,Other,lptB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000905,kdsD,0.129026578818547,0.175855006650262,0.7548452626633371,False,not_DEG,Other,kdsD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000906,thrS,-0.255182216219141,0.0036624812470629,2.436224590342395,False,not_DEG,Other,thrS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000907,infC,0.565608994737037,0.0021744253636311,2.662655494744775,False,not_DEG,Other,infC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000908,rpmI,-0.406918780908949,0.0704677814705331,1.152009401133242,False,not_DEG,Other,rpmI
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000909,rplT,0.459515580431624,0.0115047230924876,1.939123829915971,False,not_DEG,Other,rplT
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000910,accA,0.275107526481211,0.0154264221922438,1.811734786985378,False,not_DEG,Other,accA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000911,tgt,0.24766629865887,0.0347060546580151,1.45959475358991,False,not_DEG,Other,tgt
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000912,aroK,0.287753270446407,0.265400764669827,0.5760978301851932,False,not_DEG,Other,aroK
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000913,guaB,0.618694072237477,1.61639317009141e-06,5.791452993293656,False,not_DEG,Other,guaB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000914,hmgL,0.869160740590556,1.16990603663682e-06,5.931849018090476,False,not_DEG,Other,hmgL
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000915,pyrD,0.426557602840421,0.0274146197290648,1.562017773880963,False,not_DEG,Other,pyrD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000916,yajC,0.672121828712582,5.82933957437825e-05,4.234380645146643,False,not_DEG,Other,yajC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000917,cysS,-0.63546103045385,6.67146138648769e-05,4.17577902326938,False,not_DEG,Other,cysS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000918,queE,2.17726217453835,4.813017934609279e-13,12.31758252002068,True,up,Other,queE
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000919,cynT,-0.128869609574563,0.486093573929698,0.3132801201830579,False,not_DEG,Other,cynT
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000920,ffh,1.98263619202692,1.48540380040337e-13,12.82815546927723,True,up,Other,ffh
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000922,recR,0.691270392298157,2.30526391010625e-05,4.637279348737683,False,not_DEG,Other,recR
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000923,ugl,1.33027012246553,1.08110056775488e-09,8.966133904576301,True,up,Other,ugl
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000924,rpmB,2.00182716850637,1.71903999590445e-07,6.764714018718107,True,up,Other,rpmB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000925,rpmG,0.374802869563396,0.125840925974045,0.9001780947082074,False,not_DEG,Other,rpmG
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000926,ftsY,-1.27644725054827,2.65780594763729e-08,7.575476731048228,True,down,Other,ftsY
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000929,dapF,1.04522993510279,7.56137925573497e-09,8.121398978504079,True,up,Other,dapF
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000930,mltG,-0.108695886795425,0.464171779577735,0.3333212670387064,False,not_DEG,Other,mltG
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000931,wzb,-0.263494832239111,0.341871695632668,0.4661368539837263,False,not_DEG,Other,wzb
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000932,dnaA,-0.213719360191473,0.181889766406984,0.7401917347902884,False,not_DEG,Other,dnaA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000933,ribD,0.634314130990484,4.56393934891204e-05,4.340660135640292,False,not_DEG,Other,ribD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000934,coaBC,1.17237693903464,4.90739736587182e-08,7.309148774540311,True,up,Other,coaBC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000935,recN,1.8397178251266,4.97227406400366e-13,12.3034449417351,True,up,Other,recN
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000936,manA,-0.308119431393981,0.0032401322098934,2.489437268541628,False,not_DEG,Other,manA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000937,trmD,0.622739800643599,7.52455891267198e-06,5.123518953196861,False,not_DEG,Other,trmD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000938,rplS,0.874882359359336,3.51060358189574e-06,5.454618208391424,False,not_DEG,Other,rplS
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000939,trmJ,-0.598609815681726,0.0093435761799357,2.029486869171068,False,not_DEG,Other,trmJ
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000940,pilD,-0.373549467658452,0.0084033627780623,2.075546887306496,False,not_DEG,Other,pilD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000941,pilC,-0.935773539995247,5.83417208790009e-05,4.234020764840072,False,not_DEG,Other,pilC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000942,tolR,-1.62683264428806,6.81029246333998e-08,7.16683423720801,True,down,Other,tolR
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000943,tolB,-2.56056056845354,5.849202319767642e-14,13.23290335643818,True,down,Membrane maintenance,tolB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000944,wrbA,2.01018031465008,2.20258680819633e-06,5.657066966195044,True,up,Other,wrbA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000945,sqr,0.548117926702291,1.62313423477044e-05,4.789645562114995,False,not_DEG,Other,sqr
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000946,dsbC,2.59316881423587,1.35895701320083e-06,5.866794280739868,True,up,Proteostasis,dsbC
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000947,nfrA1,-0.264009760854059,0.145871835178608,0.8360285532559257,False,not_DEG,Other,nfrA1
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000949,ilvD,-0.484411821272116,5.30264092029296e-06,5.275507781068376,False,not_DEG,Other,ilvD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000955,ycdF,0.0709454702115042,0.598817682608075,0.2227053837703223,False,not_DEG,Other,ycdF
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000956,aapJ,-0.159666339995423,0.44936744746024,0.3473983914194249,False,not_DEG,Other,aapJ
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000957,thiD,1.58586830261844,1.98099208325884e-11,10.70311726005149,True,up,Other,thiD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000959,glpK,1.1076325068931,5.592270323887891e-09,8.252411843461356,True,up,Membrane maintenance,glpK
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000960,ompW,-2.67017059452511,0.0001250720145637,3.902839854816612,True,down,Membrane maintenance,ompW
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000962,ecnB,-0.681688603615825,0.100132123116374,0.999426575326182,False,not_DEG,Other,ecnB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000963,tatB,1.02895665599868,1.67239805484299e-07,6.77666034624686,True,up,Other,tatB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000964,etfD,-0.535737733927143,7.07931303577361e-06,5.150008883446919,False,not_DEG,Other,etfD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000965,gcd,-0.949395412825352,1.29507392301687e-09,8.88770544128,False,not_DEG,Other,gcd
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000966,yadH,-1.28263729519856,5.0489137597563e-07,6.296802047403509,True,down,Other,yadH
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000967,nrsD,1.96801832584379,5.08004181363781e-13,12.29413271303942,True,up,Other,nrsD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000969,gltD,0.55990003301388,0.0002862217948181,3.543297299266501,False,not_DEG,Other,gltD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000971,rspA,1.22337241958787,2.87901856641762e-06,5.540755534404057,True,up,Membrane maintenance,rspA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000972,leuA,0.951987150249941,2.06038640742084e-09,8.686051323866977,False,not_DEG,Other,leuA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000973,lctP,1.63031818911066,3.56871099817634e-06,5.447488620713224,True,up,Other,lctP
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000974,leuD,-0.0239899836531197,0.861954618083336,0.0645155991808775,False,not_DEG,Other,leuD
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000975,hrpA,3.16775033299308,9.72502947784451e-13,12.01210907359652,True,up,Other,hrpA
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000976,pstB,-0.361010122826274,0.0472845206180178,1.325281009588568,False,not_DEG,Other,pstB
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000977,HSD17B10,-2.00626429368312,3.339565238119e-10,9.47631006821112,True,down,Membrane maintenance,HSD17B10
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000978,purU,-0.098377423200463,0.575280338523033,0.2401204686945921,False,not_DEG,Other,purU
c,55 MPa Bulk vs Bulk 0.1 MPa,Sphingopyxis,B55_vs_B0,OG0000979,malZ,-0.393585188982842,0.082121972362668,1.085540628518002,False,not_DEG,Other,malZ
